order_id,customer_id,product_id,quantity,order_date,region,price,revenue
59,4325,257,2,2024-11-26,Christchurch,338.5,677.0
60,150,116,1,2023-04-03,Christchurch,60.09,60.09
61,3207,342,1,2024-05-19,Sydney,5.56,5.56
62,3529,36,4,2024-10-06,Melbourne,284.92,1139.68
63,1625,271,1,2023-02-28,Melbourne,338.64,338.64
64,2575,317,2,2023-09-20,Christchurch,197.88,395.76
65,4429,338,2,2024-07-07,Sydney,445.71,891.42
66,4270,311,2,2024-10-12,Wellington,243.5,487.0
67,3285,430,3,2023-07-30,Christchurch,488.95,1466.85
68,2109,181,1,2024-08-09,Sydney,177.3,177.3
69,3948,295,2,2024-05-15,Auckland,109.24,218.48
70,4915,458,4,2024-02-29,Wellington,75.59,302.36
71,2264,495,2,2023-12-01,Wellington,130.67,261.34
72,1613,291,4,2023-08-17,Melbourne,427.15,1708.6
73,3816,329,2,2024-01-11,Sydney,173.63,347.26
74,4720,386,2,2023-06-27,Auckland,77.2,154.4
75,578,370,1,2024-01-10,Auckland,78.64,78.64
76,423,179,2,2024-10-12,Wellington,470.59,941.18
77,2764,37,1,2024-10-01,Christchurch,348.56,348.56
78,1230,86,2,2023-03-15,Wellington,37.47,74.94
79,3177,367,3,2024-06-03,Wellington,215.2,645.5999999999999
80,754,347,1,2023-04-19,Auckland,161.92,161.92
81,4843,325,4,2023-11-09,Melbourne,287.75,1151.0
82,688,352,3,2024-05-01,Sydney,75.71,227.13
83,723,4,3,2024-01-25,Wellington,280.16,840.48
84,747,66,4,2024-05-13,Auckland,105.13,420.52
85,4338,265,4,2023-12-09,Sydney,451.86,1807.44
86,2713,412,2,2024-06-03,Christchurch,111.76,223.52
87,708,341,1,2024-02-21,Melbourne,468.78,468.78
88,435,124,2,2023-09-06,Auckland,345.85,691.7
89,4877,25,1,2023-04-30,Christchurch,469.32,469.32
90,484,235,1,2024-04-28,Melbourne,103.48,103.48
91,3519,67,1,2024-03-07,Melbourne,197.07,197.07
92,1534,45,2,2023-01-17,Melbourne,106.76,213.52
93,170,411,1,2024-05-31,Christchurch,463.44,463.44
94,1021,409,1,2023-09-02,Sydney,350.12,350.12
95,4965,291,3,2023-04-08,Wellington,427.15,1281.4499999999998
96,848,422,1,2024-02-23,Christchurch,419.45,419.45
97,696,98,1,2024-08-17,Melbourne,225.58,225.58
98,3347,289,2,2024-06-08,Melbourne,193.94,387.88
99,4014,397,3,2024-10-25,Christchurch,431.13,1293.3899999999999
100,32,77,4,2024-03-03,Auckland,314.81,1259.24
101,177,125,2,2024-10-01,Wellington,436.43,872.86
102,2965,89,1,2023-01-30,Melbourne,265.26,265.26
103,2113,212,4,2023-01-30,Auckland,443.45,1773.8
104,3887,73,3,2024-07-22,Christchurch,107.5,322.5
105,1503,384,1,2023-02-16,Sydney,382.93,382.93
106,2316,270,2,2024-03-31,Melbourne,114.85,229.7
107,2645,358,2,2023-09-23,Christchurch,113.48,226.96
108,66,19,2,2024-04-24,Auckland,351.89,703.78
109,4229,44,1,2024-04-27,Auckland,351.39,351.39
110,1929,127,3,2024-05-29,Christchurch,205.14,615.42
111,585,216,1,2024-08-21,Auckland,182.67,182.67
112,1749,406,2,2024-11-03,Melbourne,135.28,270.56
113,2205,217,4,2023-07-10,Christchurch,205.61,822.44
114,3631,307,1,2024-08-31,Wellington,68.63,68.63
115,1893,125,2,2023-06-30,Wellington,436.43,872.86
116,2430,312,4,2024-01-24,Auckland,350.25,1401.0
117,3094,198,4,2023-01-24,Christchurch,119.01,476.04
118,974,67,2,2023-10-08,Melbourne,197.07,394.14
119,4025,44,2,2023-03-07,Melbourne,351.39,702.78
120,2643,303,1,2024-10-21,Auckland,450.51,450.51
121,1443,319,3,2023-06-04,Melbourne,236.0,708.0
122,4330,96,3,2024-11-05,Wellington,176.75,530.25
123,1478,263,3,2023-12-25,Christchurch,15.87,47.61
124,771,350,2,2023-08-05,Christchurch,450.02,900.04
125,306,168,1,2023-05-15,Melbourne,198.26,198.26
126,2,78,3,2024-10-09,Sydney,409.82,1229.46
127,271,218,4,2024-05-26,Melbourne,453.26,1813.04
128,4517,391,3,2023-03-11,Wellington,410.54,1231.6200000000001
129,3215,143,4,2024-04-06,Wellington,101.19,404.76
130,864,42,1,2023-10-01,Christchurch,320.45,320.45
131,2740,136,3,2023-12-25,Wellington,279.38,838.14
132,2915,399,2,2023-03-30,Melbourne,18.29,36.58
133,107,44,2,2024-08-24,Christchurch,351.39,702.78
134,3169,144,3,2024-06-13,Christchurch,85.0,255.0
135,4645,198,4,2024-03-29,Auckland,119.01,476.04
136,2600,381,1,2023-03-15,Wellington,166.24,166.24
137,2236,489,4,2024-04-23,Auckland,257.21,1028.84
138,2800,361,3,2023-02-07,Wellington,54.33,162.99
139,1512,337,2,2024-10-27,Christchurch,136.7,273.4
140,19,491,2,2024-11-25,Wellington,408.08,816.16
141,859,18,1,2023-01-19,Wellington,438.96,438.96
142,1417,355,3,2023-03-20,Christchurch,88.79,266.37
143,3033,257,1,2023-07-24,Melbourne,338.5,338.5
144,4506,277,2,2024-06-14,Christchurch,180.88,361.76
145,1427,170,1,2023-01-02,Melbourne,135.04,135.04
146,2532,412,1,2023-04-24,Sydney,111.76,111.76
147,4720,141,1,2023-12-01,Auckland,103.37,103.37
148,4752,407,4,2023-09-17,Christchurch,172.36,689.44
149,4864,416,4,2023-10-18,Wellington,216.67,866.68
150,4039,51,3,2024-08-08,Christchurch,159.56,478.68
151,4114,284,3,2024-09-20,Auckland,145.67,437.01
152,2232,412,1,2024-08-19,Sydney,111.76,111.76
153,2453,429,2,2024-10-02,Christchurch,374.06,748.12
154,2847,375,4,2024-10-02,Melbourne,469.5,1878.0
155,3203,94,2,2023-02-14,Melbourne,368.27,736.54
156,1817,208,1,2024-03-06,Melbourne,54.33,54.33
157,1781,322,4,2023-04-20,Christchurch,227.02,908.08
158,4104,401,2,2024-08-21,Sydney,197.41,394.82
159,705,147,4,2023-06-04,Sydney,66.47,265.88
160,1342,243,3,2024-09-18,Christchurch,374.36,1123.08
161,3463,1,1,2023-01-21,Auckland,296.3,296.3
162,3591,283,3,2024-03-01,Christchurch,437.14,1311.42
163,1160,96,3,2023-06-08,Auckland,176.75,530.25
164,4627,321,1,2023-05-18,Wellington,432.25,432.25
165,3723,12,3,2023-01-07,Wellington,267.29,801.8700000000001
166,3439,486,3,2023-11-05,Christchurch,84.35,253.04999999999998
167,3561,14,1,2024-05-10,Christchurch,44.34,44.34
168,3083,390,3,2024-01-27,Auckland,250.0,750.0
169,1716,350,3,2023-10-31,Wellington,450.02,1350.06
170,2244,21,1,2024-05-14,Sydney,368.18,368.18
171,1761,73,4,2023-08-21,Sydney,107.5,430.0
172,4008,443,3,2023-04-21,Melbourne,234.94,704.8199999999999
173,1797,200,4,2024-07-26,Wellington,470.21,1880.84
174,2676,348,1,2024-06-29,Auckland,110.67,110.67
175,3237,475,3,2023-06-03,Christchurch,17.63,52.89
176,44,80,1,2023-05-29,Melbourne,400.87,400.87
177,489,115,1,2024-08-06,Sydney,291.92,291.92
178,4277,424,4,2024-11-16,Wellington,496.88,1987.52
179,3149,9,1,2024-02-13,Sydney,407.49,407.49
180,4724,442,1,2024-06-01,Wellington,454.7,454.7
181,957,305,2,2023-07-14,Sydney,400.11,800.22
182,2115,139,1,2024-03-05,Christchurch,345.2,345.2
183,1116,482,2,2023-12-30,Wellington,396.42,792.84
184,1782,92,3,2023-12-29,Sydney,18.61,55.83
185,2827,479,2,2024-07-15,Sydney,72.05,144.1
186,651,313,4,2023-11-16,Wellington,30.86,123.44
187,1877,91,4,2024-11-18,Auckland,299.44,1197.76
188,341,463,4,2023-12-05,Wellington,260.89,1043.56
189,2951,185,4,2023-01-12,Auckland,448.93,1795.72
190,3376,495,4,2024-08-16,Sydney,130.67,522.68
191,2446,466,1,2023-03-22,Auckland,218.57,218.57
192,2751,299,3,2023-09-12,Sydney,40.78,122.34
193,2145,367,1,2024-06-28,Wellington,215.2,215.2
194,1355,60,2,2023-01-05,Auckland,344.53,689.06
195,3277,405,4,2023-02-03,Melbourne,123.93,495.72
196,449,419,1,2024-02-28,Auckland,465.1,465.1
197,4173,232,3,2024-02-01,Sydney,287.21,861.6299999999999
198,4992,269,2,2024-05-22,Auckland,136.02,272.04
199,4645,336,3,2023-04-04,Auckland,379.95,1139.85
200,798,479,2,2023-03-14,Auckland,72.05,144.1
201,3497,284,2,2023-07-02,Sydney,145.67,291.34
202,4911,38,2,2023-06-17,Sydney,385.02,770.04
203,2183,75,4,2024-05-03,Christchurch,8.99,35.96
204,3327,429,1,2024-02-28,Wellington,374.06,374.06
205,646,247,3,2024-05-03,Melbourne,414.15,1242.4499999999998
206,720,272,4,2024-02-25,Auckland,56.69,226.76
207,1523,480,4,2023-07-16,Wellington,412.0,1648.0
208,1070,149,4,2024-01-04,Sydney,483.3,1933.2
209,4744,175,2,2024-04-04,Wellington,332.55,665.1
210,4888,148,1,2024-05-12,Auckland,469.37,469.37
211,4675,141,2,2023-12-22,Melbourne,103.37,206.74
212,3076,245,1,2024-11-19,Melbourne,499.91,499.91
213,3808,105,4,2023-04-02,Sydney,196.56,786.24
214,3362,450,2,2024-06-02,Christchurch,475.67,951.34
215,2157,253,4,2023-05-12,Auckland,427.51,1710.04
216,4556,198,2,2024-04-18,Auckland,119.01,238.02
217,2314,206,1,2024-10-11,Melbourne,329.51,329.51
218,3506,479,1,2023-02-27,Melbourne,72.05,72.05
219,4140,417,1,2023-03-24,Melbourne,410.57,410.57
220,633,45,4,2024-01-21,Wellington,106.76,427.04
221,2200,355,2,2023-11-17,Wellington,88.79,177.58
222,3064,178,2,2024-06-10,Christchurch,69.99,139.98
223,2911,392,2,2024-03-11,Sydney,388.38,776.76
224,623,395,1,2023-12-16,Auckland,190.98,190.98
225,361,154,1,2024-04-19,Sydney,471.5,471.5
226,2368,279,3,2024-07-11,Auckland,252.14,756.42
227,210,396,3,2023-07-14,Wellington,144.66,433.98
228,3468,198,4,2023-05-29,Wellington,119.01,476.04
229,931,242,1,2024-01-26,Sydney,152.64,152.64
230,4585,270,3,2024-04-28,Auckland,114.85,344.54999999999995
231,3944,495,3,2024-03-20,Christchurch,130.67,392.01
232,4697,369,1,2023-11-23,Sydney,210.83,210.83
233,4870,293,3,2024-01-01,Sydney,94.22,282.65999999999997
234,878,448,3,2024-07-17,Wellington,65.53,196.59
235,4796,108,1,2024-04-03,Melbourne,438.77,438.77
236,2500,411,3,2024-11-19,Christchurch,463.44,1390.32
237,2524,38,3,2024-06-26,Auckland,385.02,1155.06
238,4352,309,1,2023-12-17,Auckland,32.7,32.7
239,392,360,4,2024-04-11,Sydney,317.49,1269.96
240,3903,434,2,2023-02-05,Christchurch,23.13,46.26
241,2322,45,1,2023-02-26,Sydney,106.76,106.76
242,4941,66,4,2023-01-13,Melbourne,105.13,420.52
243,3982,101,2,2023-10-10,Wellington,265.93,531.86
244,139,394,4,2023-11-25,Wellington,75.09,300.36
245,103,3,3,2024-03-22,Melbourne,394.0,1182.0
246,484,466,1,2024-01-06,Sydney,218.57,218.57
247,4320,52,4,2023-04-04,Christchurch,146.08,584.32
248,4074,381,2,2024-01-11,Auckland,166.24,332.48
249,1849,245,3,2024-04-11,Sydney,499.91,1499.73
250,1885,112,2,2024-04-05,Melbourne,21.99,43.98
251,3206,181,4,2024-07-10,Auckland,177.3,709.2
252,2162,279,3,2023-10-24,Sydney,252.14,756.42
253,1465,259,3,2023-10-20,Melbourne,28.93,86.78999999999999
254,644,79,3,2023-05-19,Sydney,230.53,691.59
255,3437,17,2,2023-05-04,Christchurch,436.87,873.74
256,4554,205,1,2024-11-12,Melbourne,328.51,328.51
257,611,271,3,2024-11-10,Wellington,338.64,1015.92
258,4303,34,3,2023-05-19,Sydney,345.0,1035.0
259,1544,181,2,2023-08-11,Melbourne,177.3,354.6
260,3540,130,2,2023-09-05,Sydney,464.03,928.06
261,1467,399,4,2023-03-15,Sydney,18.29,73.16
262,917,299,4,2023-06-08,Wellington,40.78,163.12
263,1182,112,4,2024-08-18,Sydney,21.99,87.96
264,2147,264,2,2024-06-09,Sydney,468.36,936.72
265,2273,115,1,2023-06-28,Wellington,291.92,291.92
266,852,77,4,2024-09-07,Melbourne,314.81,1259.24
267,4537,459,3,2023-11-01,Sydney,97.72,293.15999999999997
268,720,291,3,2023-11-11,Melbourne,427.15,1281.4499999999998
269,4681,219,1,2024-07-14,Wellington,84.02,84.02
270,2015,356,4,2024-09-02,Wellington,257.78,1031.12
271,3473,209,4,2023-03-09,Melbourne,497.61,1990.44
272,3643,441,1,2023-11-09,Wellington,140.15,140.15
273,3871,6,4,2024-06-11,Auckland,120.15,480.6
274,64,218,4,2024-09-05,Melbourne,453.26,1813.04
275,4864,85,4,2023-07-20,Sydney,311.25,1245.0
276,560,478,3,2023-10-20,Sydney,66.88,200.64
277,1734,94,3,2024-07-06,Auckland,368.27,1104.81
278,670,477,1,2023-04-29,Wellington,416.35,416.35
279,3895,160,2,2024-05-01,Christchurch,162.28,324.56
280,1543,175,3,2024-07-23,Melbourne,332.55,997.6500000000001
281,1272,426,4,2024-01-18,Auckland,308.57,1234.28
282,2416,493,4,2023-02-19,Auckland,457.3,1829.2
283,2792,223,3,2023-12-26,Christchurch,486.43,1459.29
284,4714,12,1,2023-01-15,Sydney,267.29,267.29
285,3055,344,1,2024-04-17,Melbourne,158.97,158.97
286,2459,299,4,2023-04-02,Wellington,40.78,163.12
287,3066,237,4,2024-02-14,Sydney,443.11,1772.44
288,1164,252,4,2024-10-01,Auckland,74.75,299.0
289,4560,236,2,2024-06-06,Christchurch,373.04,746.08
290,2750,1,1,2023-07-31,Wellington,296.3,296.3
291,1949,39,4,2024-11-28,Wellington,448.31,1793.24
292,60,452,3,2023-09-17,Auckland,197.01,591.03
293,3103,376,2,2024-06-10,Melbourne,320.99,641.98
294,333,304,1,2024-03-04,Wellington,463.4,463.4
295,4172,24,3,2023-08-25,Auckland,279.08,837.24
296,190,186,1,2024-03-16,Christchurch,31.06,31.06
297,3561,329,4,2023-02-19,Christchurch,173.63,694.52
298,296,445,3,2023-01-24,Auckland,425.63,1276.8899999999999
299,2549,68,3,2023-09-24,Christchurch,248.37,745.11
300,177,204,4,2023-11-08,Sydney,146.37,585.48
301,800,13,2,2023-01-29,Christchurch,330.87,661.74
302,806,395,2,2024-03-25,Christchurch,190.98,381.96
303,1743,344,4,2023-11-25,Christchurch,158.97,635.88
304,215,355,2,2024-08-25,Sydney,88.79,177.58
305,1880,489,3,2024-05-21,Christchurch,257.21,771.6299999999999
306,2701,118,1,2023-03-02,Melbourne,143.32,143.32
307,597,255,3,2023-03-25,Wellington,437.49,1312.47
308,1718,426,2,2023-04-08,Wellington,308.57,617.14
309,1356,234,3,2024-06-23,Wellington,454.91,1364.73
310,4224,225,2,2023-01-17,Wellington,82.31,164.62
311,1293,115,3,2023-05-20,Wellington,291.92,875.76
312,2599,430,4,2024-03-29,Auckland,488.95,1955.8
313,3438,283,2,2023-10-30,Melbourne,437.14,874.28
314,4715,45,4,2023-06-07,Christchurch,106.76,427.04
315,142,306,1,2024-06-26,Christchurch,309.67,309.67
316,3217,424,2,2023-05-01,Sydney,496.88,993.76
317,2840,7,1,2023-09-26,Melbourne,403.96,403.96
318,4341,267,2,2023-04-04,Auckland,290.77,581.54
319,3514,349,3,2023-02-02,Christchurch,453.41,1360.23
320,2751,394,3,2023-07-07,Christchurch,75.09,225.27
321,1715,297,2,2023-01-24,Auckland,271.56,543.12
322,1136,48,2,2023-10-24,Melbourne,257.97,515.94
323,3722,485,4,2023-06-10,Auckland,302.42,1209.68
324,1910,67,2,2024-02-27,Auckland,197.07,394.14
325,2248,220,1,2024-09-29,Sydney,19.15,19.15
326,4517,356,4,2024-06-29,Wellington,257.78,1031.12
327,4103,273,4,2023-05-05,Auckland,229.76,919.04
328,1549,145,2,2023-07-08,Wellington,107.27,214.54
329,2640,33,1,2023-11-04,Wellington,306.81,306.81
330,4767,63,1,2023-04-16,Wellington,451.9,451.9
331,4512,419,4,2023-03-01,Auckland,465.1,1860.4
332,2832,244,3,2023-06-23,Wellington,495.13,1485.3899999999999
333,1007,232,4,2024-07-13,Wellington,287.21,1148.84
334,3222,166,1,2024-09-02,Melbourne,97.59,97.59
335,3063,330,1,2023-04-11,Auckland,197.63,197.63
336,4524,128,3,2023-01-28,Auckland,393.44,1180.32
337,3053,326,2,2023-03-19,Christchurch,238.94,477.88
338,4430,229,4,2023-08-13,Auckland,182.87,731.48
339,2320,54,3,2024-11-09,Auckland,142.01,426.03
340,3540,267,1,2024-04-11,Christchurch,290.77,290.77
341,2367,104,3,2023-03-15,Sydney,197.44,592.3199999999999
342,527,10,1,2023-02-25,Christchurch,470.53,470.53
343,2808,120,2,2023-12-31,Wellington,251.27,502.54
344,1196,113,3,2023-07-23,Sydney,491.37,1474.1100000000001
345,1754,447,4,2024-06-07,Melbourne,409.65,1638.6
346,1673,195,3,2023-07-31,Sydney,244.53,733.59
347,2029,11,4,2023-07-22,Wellington,171.17,684.68
348,1655,382,2,2023-09-01,Melbourne,290.75,581.5
349,4550,34,2,2024-02-23,Sydney,345.0,690.0
350,4842,148,2,2024-04-29,Wellington,469.37,938.74
351,4042,144,3,2023-06-19,Wellington,85.0,255.0
352,848,200,3,2023-12-29,Auckland,470.21,1410.6299999999999
353,868,310,4,2024-09-04,Auckland,443.22,1772.88
354,774,250,3,2023-01-27,Christchurch,129.94,389.82
355,543,460,1,2023-03-24,Auckland,446.31,446.31
356,4418,271,4,2024-06-19,Auckland,338.64,1354.56
357,786,237,2,2024-02-17,Wellington,443.11,886.22
358,3306,237,2,2023-06-13,Christchurch,443.11,886.22
359,4636,164,1,2023-05-29,Melbourne,484.8,484.8
360,2884,285,2,2024-02-27,Auckland,297.73,595.46
361,449,422,1,2023-02-04,Auckland,419.45,419.45
362,3311,84,1,2023-04-13,Wellington,249.48,249.48
363,4586,351,1,2024-07-30,Christchurch,55.59,55.59
364,1906,444,3,2023-06-10,Christchurch,214.96,644.88
365,4560,122,4,2024-04-10,Auckland,224.87,899.48
366,4410,81,3,2023-04-11,Sydney,325.55,976.6500000000001
367,3252,101,3,2023-01-18,Melbourne,265.93,797.79
368,385,386,3,2023-05-27,Melbourne,77.2,231.60000000000002
369,295,170,3,2023-05-14,Auckland,135.04,405.12
370,1239,398,1,2024-11-05,Auckland,246.74,246.74
371,4858,238,2,2023-06-28,Melbourne,291.84,583.68
372,2817,175,3,2023-11-19,Wellington,332.55,997.6500000000001
373,1099,363,2,2024-10-09,Wellington,281.44,562.88
374,1738,455,3,2024-09-15,Melbourne,109.87,329.61
375,2190,13,4,2024-11-06,Wellington,330.87,1323.48
376,2766,133,4,2024-10-09,Wellington,255.3,1021.2
377,1223,153,1,2023-12-05,Auckland,498.72,498.72
378,3243,101,3,2024-04-08,Wellington,265.93,797.79
379,3900,450,4,2024-06-20,Wellington,475.67,1902.68
380,4324,250,3,2023-10-19,Auckland,129.94,389.82
381,411,47,1,2024-07-14,Christchurch,364.51,364.51
382,3000,251,2,2023-08-29,Auckland,61.55,123.1
383,2946,384,4,2024-06-07,Christchurch,382.93,1531.72
384,4787,60,1,2024-09-08,Auckland,344.53,344.53
385,878,281,4,2023-12-13,Auckland,484.28,1937.12
386,787,310,2,2023-07-07,Wellington,443.22,886.44
387,2110,257,3,2024-04-17,Melbourne,338.5,1015.5
388,1987,100,4,2023-03-18,Sydney,153.68,614.72
389,879,424,2,2023-06-10,Melbourne,496.88,993.76
390,1608,378,3,2023-07-31,Wellington,227.49,682.47
391,2404,48,3,2024-08-15,Melbourne,257.97,773.9100000000001
392,71,305,2,2023-11-09,Sydney,400.11,800.22
393,2311,5,1,2024-10-07,Wellington,429.26,429.26
394,4402,333,4,2023-05-06,Auckland,433.26,1733.04
395,3296,358,3,2024-06-13,Wellington,113.48,340.44
396,762,136,1,2023-01-01,Wellington,279.38,279.38
397,4684,307,3,2024-07-09,Wellington,68.63,205.89
398,2122,19,4,2024-08-26,Wellington,351.89,1407.56
399,3583,494,1,2023-08-08,Melbourne,417.29,417.29
400,4198,425,2,2023-03-07,Christchurch,67.01,134.02
401,1630,36,4,2023-03-04,Christchurch,284.92,1139.68
402,4289,102,1,2023-02-22,Wellington,235.49,235.49
403,1086,498,3,2023-12-03,Christchurch,12.06,36.18
404,2458,390,2,2024-08-19,Auckland,250.0,500.0
405,4396,452,2,2023-09-06,Melbourne,197.01,394.02
406,3267,56,3,2023-07-11,Wellington,195.06,585.1800000000001
407,454,202,2,2023-12-30,Auckland,360.58,721.16
408,2622,188,1,2024-03-22,Sydney,301.13,301.13
409,619,60,2,2023-07-31,Christchurch,344.53,689.06
410,637,426,3,2023-05-31,Wellington,308.57,925.71
411,2349,244,4,2023-05-28,Christchurch,495.13,1980.52
412,4875,155,4,2023-07-13,Wellington,337.11,1348.44
413,3037,447,2,2023-01-06,Auckland,409.65,819.3
414,2250,344,3,2023-05-08,Wellington,158.97,476.90999999999997
415,2722,240,1,2023-06-29,Wellington,158.08,158.08
416,2350,118,4,2024-02-04,Sydney,143.32,573.28
417,4433,416,2,2024-01-06,Wellington,216.67,433.34
418,1995,291,3,2024-09-26,Melbourne,427.15,1281.4499999999998
419,2821,429,4,2024-10-25,Wellington,374.06,1496.24
420,1072,387,1,2024-06-24,Auckland,477.65,477.65
421,2032,313,3,2024-02-12,Christchurch,30.86,92.58
422,1250,138,1,2024-11-07,Christchurch,465.42,465.42
423,1296,399,3,2023-10-31,Auckland,18.29,54.87
424,3557,178,4,2024-09-08,Christchurch,69.99,279.96
425,328,71,4,2023-07-03,Melbourne,200.0,800.0
426,797,145,2,2024-02-21,Melbourne,107.27,214.54
427,2862,386,4,2023-04-20,Auckland,77.2,308.8
428,4761,367,3,2024-04-08,Sydney,215.2,645.5999999999999
429,2794,268,2,2024-02-02,Sydney,353.98,707.96
430,3095,8,1,2023-10-07,Christchurch,93.76,93.76
431,2978,3,3,2023-11-09,Wellington,394.0,1182.0
432,963,219,1,2023-06-30,Sydney,84.02,84.02
433,1269,202,3,2023-12-07,Christchurch,360.58,1081.74
434,373,2,3,2023-09-15,Auckland,270.92,812.76
435,4381,395,1,2024-03-03,Sydney,190.98,190.98
436,2569,335,1,2023-09-19,Auckland,292.74,292.74
437,4903,70,4,2023-06-24,Sydney,385.7,1542.8
438,4743,328,4,2023-11-05,Christchurch,405.54,1622.16
439,3694,19,4,2024-02-20,Sydney,351.89,1407.56
440,1605,319,3,2024-01-19,Sydney,236.0,708.0
441,96,446,3,2024-03-18,Auckland,159.43,478.29
442,4370,365,4,2023-12-20,Auckland,107.11,428.44
443,3942,462,2,2023-12-24,Christchurch,409.33,818.66
444,1201,236,3,2024-03-27,Auckland,373.04,1119.1200000000001
445,3945,142,3,2024-11-28,Wellington,428.04,1284.1200000000001
446,4880,146,1,2024-08-20,Christchurch,256.88,256.88
447,132,477,3,2024-11-09,Sydney,416.35,1249.0500000000002
448,3116,439,1,2024-11-28,Wellington,218.87,218.87
449,1391,15,4,2023-09-05,Sydney,249.57,998.28
450,1150,411,3,2024-04-06,Wellington,463.44,1390.32
451,3511,100,1,2024-04-03,Melbourne,153.68,153.68
452,3648,185,3,2023-10-18,Melbourne,448.93,1346.79
453,808,182,2,2023-04-13,Christchurch,60.21,120.42
454,4840,366,3,2023-08-09,Melbourne,72.29,216.87
455,51,191,3,2023-03-09,Melbourne,201.48,604.4399999999999
456,3209,207,3,2024-07-24,Wellington,298.26,894.78
457,56,191,1,2024-03-19,Christchurch,201.48,201.48
458,3665,214,3,2023-05-03,Auckland,388.09,1164.27
459,744,469,3,2023-08-11,Sydney,378.41,1135.23
460,4539,399,1,2023-04-10,Wellington,18.29,18.29
461,2877,286,1,2024-06-12,Auckland,275.63,275.63
462,80,360,4,2024-03-31,Auckland,317.49,1269.96
463,4473,375,3,2023-11-15,Christchurch,469.5,1408.5
464,3941,135,3,2024-11-17,Auckland,325.23,975.69
465,2967,193,1,2023-08-07,Melbourne,370.27,370.27
466,3729,245,4,2023-11-26,Christchurch,499.91,1999.64
467,4537,91,1,2024-09-12,Melbourne,299.44,299.44
468,126,360,1,2024-07-12,Christchurch,317.49,317.49
469,219,117,4,2024-02-15,Sydney,111.56,446.24
